2005-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.08, RSI ~N/A, Net Advances 182, McClellan N/A, Score: 0/39
2005-09-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.52, RSI ~N/A, Net Advances 236, McClellan N/A, Score: 0/39
2005-09-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.93, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-09-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.98, RSI ~N/A, Net Advances 238, McClellan N/A, Score: 0/39
2005-09-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.65, RSI ~N/A, Net Advances 237, McClellan N/A, Score: 0/39
2005-09-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.39, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-09-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.91, RSI ~N/A, Net Advances 227, McClellan N/A, Score: 0/39
2005-09-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.49, RSI ~N/A, Net Advances 227, McClellan N/A, Score: 0/39
2005-09-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.22, RSI ~N/A, Net Advances 230, McClellan N/A, Score: 0/39
2005-09-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.14, RSI ~N/A, Net Advances 225, McClellan N/A, Score: 0/39
2005-09-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.64, RSI ~N/A, Net Advances 220, McClellan N/A, Score: 0/39
2005-09-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.79, RSI ~N/A, Net Advances 215, McClellan N/A, Score: 0/39
2005-09-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.33, RSI ~N/A, Net Advances 214, McClellan N/A, Score: 0/39
2005-09-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.96, RSI ~N/A, Net Advances 215, McClellan N/A, Score: 0/39
2005-09-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.04, RSI ~N/A, Net Advances 217, McClellan N/A, Score: 0/39
2005-09-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.76, RSI ~N/A, Net Advances 216, McClellan N/A, Score: 0/39
2005-09-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.63, RSI ~N/A, Net Advances 215, McClellan N/A, Score: 0/39
2005-09-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.24, RSI ~N/A, Net Advances 221, McClellan N/A, Score: 0/39
2005-09-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.92, RSI ~N/A, Net Advances 225, McClellan N/A, Score: 0/39
2005-10-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.46, RSI ~N/A, Net Advances 226, McClellan N/A, Score: 0/39
2005-10-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.20, RSI ~N/A, Net Advances 222, McClellan N/A, Score: 0/39
2005-10-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.55, RSI ~N/A, Net Advances 213, McClellan N/A, Score: 0/39
2005-10-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.96, RSI ~N/A, Net Advances 209, McClellan N/A, Score: 0/39
2005-10-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.59, RSI ~N/A, Net Advances 212, McClellan N/A, Score: 0/39
2005-10-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.55, RSI ~N/A, Net Advances 207, McClellan N/A, Score: 0/39
2005-10-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.63, RSI ~N/A, Net Advances 204, McClellan N/A, Score: 0/39
2005-10-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.22, RSI ~N/A, Net Advances 196, McClellan N/A, Score: 0/39
2005-10-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.47, RSI ~N/A, Net Advances 192, McClellan N/A, Score: 0/39
2005-10-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.87, RSI ~N/A, Net Advances 198, McClellan N/A, Score: 0/39
2005-10-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.67, RSI ~N/A, Net Advances 199, McClellan N/A, Score: 0/39
2005-10-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.33, RSI ~N/A, Net Advances 193, McClellan N/A, Score: 0/39
2005-10-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.50, RSI ~N/A, Net Advances 198, McClellan N/A, Score: 0/39
2005-10-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.11, RSI ~N/A, Net Advances 191, McClellan N/A, Score: 0/39
2005-10-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.13, RSI ~N/A, Net Advances 195, McClellan N/A, Score: 0/39
2005-10-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.74, RSI ~N/A, Net Advances 203, McClellan N/A, Score: 0/39
2005-10-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.53, RSI ~N/A, Net Advances 201, McClellan N/A, Score: 0/39
2005-10-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.59, RSI ~N/A, Net Advances 197, McClellan N/A, Score: 0/39
2005-10-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 16.02, RSI ~N/A, Net Advances 190, McClellan N/A, Score: 0/39
2005-10-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.25, RSI ~N/A, Net Advances 198, McClellan N/A, Score: 0/39
2005-10-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 15.32, RSI ~N/A, Net Advances 204, McClellan N/A, Score: 0/39
2005-11-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.85, RSI ~N/A, Net Advances 204, McClellan N/A, Score: 0/39
2005-11-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.48, RSI ~N/A, Net Advances 210, McClellan N/A, Score: 0/39
2005-11-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.00, RSI ~N/A, Net Advances 211, McClellan N/A, Score: 0/39
2005-11-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.17, RSI ~N/A, Net Advances 210, McClellan N/A, Score: 0/39
2005-11-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.10, RSI ~N/A, Net Advances 212, McClellan N/A, Score: 0/39
2005-11-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.08, RSI ~N/A, Net Advances 209, McClellan N/A, Score: 0/39
2005-11-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.80, RSI ~N/A, Net Advances 211, McClellan N/A, Score: 0/39
2005-11-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.90, RSI ~N/A, Net Advances 214, McClellan N/A, Score: 0/39
2005-11-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.63, RSI ~N/A, Net Advances 216, McClellan N/A, Score: 0/39
2005-11-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.18, RSI ~N/A, Net Advances 213, McClellan N/A, Score: 0/39
2005-11-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.23, RSI ~N/A, Net Advances 209, McClellan N/A, Score: 0/39
2005-11-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.26, RSI ~N/A, Net Advances 209, McClellan N/A, Score: 0/39
2005-11-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.25, RSI ~N/A, Net Advances 216, McClellan N/A, Score: 0/39
2005-11-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.12, RSI ~N/A, Net Advances 219, McClellan N/A, Score: 0/39
2005-11-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.82, RSI ~N/A, Net Advances 222, McClellan N/A, Score: 0/39
2005-11-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.60, RSI ~N/A, Net Advances 225, McClellan N/A, Score: 0/39
2005-11-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.96, RSI ~N/A, Net Advances 227, McClellan N/A, Score: 0/39
2005-11-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.88, RSI ~N/A, Net Advances 230, McClellan N/A, Score: 0/39
2005-11-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.84, RSI ~N/A, Net Advances 224, McClellan N/A, Score: 0/39
2005-11-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.89, RSI ~N/A, Net Advances 227, McClellan N/A, Score: 0/39
2005-11-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.06, RSI ~N/A, Net Advances 226, McClellan N/A, Score: 0/39
2005-12-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.24, RSI ~N/A, Net Advances 233, McClellan N/A, Score: 0/39
2005-12-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.01, RSI ~N/A, Net Advances 234, McClellan N/A, Score: 0/39
2005-12-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.60, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.52, RSI ~N/A, Net Advances 232, McClellan N/A, Score: 0/39
2005-12-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.18, RSI ~N/A, Net Advances 227, McClellan N/A, Score: 0/39
2005-12-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.21, RSI ~N/A, Net Advances 228, McClellan N/A, Score: 0/39
2005-12-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.69, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.47, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.11, RSI ~N/A, Net Advances 233, McClellan N/A, Score: 0/39
2005-12-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.48, RSI ~N/A, Net Advances 236, McClellan N/A, Score: 0/39
2005-12-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.73, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.68, RSI ~N/A, Net Advances 230, McClellan N/A, Score: 0/39
2005-12-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.38, RSI ~N/A, Net Advances 224, McClellan N/A, Score: 0/39
2005-12-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.19, RSI ~N/A, Net Advances 225, McClellan N/A, Score: 0/39
2005-12-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.81, RSI ~N/A, Net Advances 228, McClellan N/A, Score: 0/39
2005-12-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.29, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.27, RSI ~N/A, Net Advances 234, McClellan N/A, Score: 0/39
2005-12-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.57, RSI ~N/A, Net Advances 228, McClellan N/A, Score: 0/39
2005-12-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.35, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.61, RSI ~N/A, Net Advances 231, McClellan N/A, Score: 0/39
2005-12-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.07, RSI ~N/A, Net Advances 227, McClellan N/A, Score: 0/39
2006-01-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.14, RSI ~N/A, Net Advances 234, McClellan N/A, Score: 0/39
2006-01-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.37, RSI ~N/A, Net Advances 239, McClellan N/A, Score: 0/39
2006-01-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.31, RSI ~N/A, Net Advances 240, McClellan N/A, Score: 0/39
2006-01-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.00, RSI ~N/A, Net Advances 246, McClellan N/A, Score: 0/39
2006-01-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.13, RSI ~N/A, Net Advances 251, McClellan N/A, Score: 0/39
2006-01-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.86, RSI ~N/A, Net Advances 252, McClellan N/A, Score: 0/39
2006-01-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.94, RSI ~N/A, Net Advances 251, McClellan N/A, Score: 0/39
2006-01-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.20, RSI ~N/A, Net Advances 247, McClellan N/A, Score: 0/39
2006-01-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.23, RSI ~N/A, Net Advances 248, McClellan N/A, Score: 0/39
2006-01-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.91, RSI ~N/A, Net Advances 244, McClellan N/A, Score: 0/39
2006-01-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.25, RSI ~N/A, Net Advances 242, McClellan N/A, Score: 0/39
2006-01-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.98, RSI ~N/A, Net Advances 247, McClellan N/A, Score: 0/39
2006-01-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 14.56, RSI ~N/A, Net Advances 241, McClellan N/A, Score: 0/39
2006-01-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.93, RSI ~N/A, Net Advances 244, McClellan N/A, Score: 0/39
2006-01-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.31, RSI ~N/A, Net Advances 249, McClellan N/A, Score: 0/39
2006-01-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.87, RSI ~N/A, Net Advances 248, McClellan N/A, Score: 0/39
2006-01-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.42, RSI ~N/A, Net Advances 253, McClellan N/A, Score: 0/39
2006-01-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.97, RSI ~N/A, Net Advances 256, McClellan N/A, Score: 0/39
2006-01-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.39, RSI ~N/A, Net Advances 255, McClellan N/A, Score: 0/39
2006-01-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.95, RSI ~N/A, Net Advances 256, McClellan N/A, Score: 0/39
2006-02-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.36, RSI ~N/A, Net Advances 257, McClellan N/A, Score: 0/39
2006-02-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.23, RSI ~N/A, Net Advances 251, McClellan N/A, Score: 0/39
2006-02-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.96, RSI ~N/A, Net Advances 248, McClellan N/A, Score: 0/39
2006-02-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.04, RSI ~N/A, Net Advances 250, McClellan N/A, Score: 0/39
2006-02-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.59, RSI ~N/A, Net Advances 244, McClellan N/A, Score: 0/39
2006-02-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.83, RSI ~N/A, Net Advances 246, McClellan N/A, Score: 0/39
2006-02-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.12, RSI ~N/A, Net Advances 247, McClellan N/A, Score: 0/39
2006-02-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.87, RSI ~N/A, Net Advances 248, McClellan N/A, Score: 0/39
2006-02-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.35, RSI ~N/A, Net Advances 243, McClellan N/A, Score: 0/39
2006-02-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.25, RSI ~N/A, Net Advances 249, McClellan N/A, Score: 0/39
2006-02-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.31, RSI ~N/A, Net Advances 252, McClellan N/A, Score: 0/39
2006-02-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.48, RSI ~N/A, Net Advances 257, McClellan N/A, Score: 0/39
2006-02-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.01, RSI ~N/A, Net Advances 258, McClellan N/A, Score: 0/39
2006-02-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.41, RSI ~N/A, Net Advances 257, McClellan N/A, Score: 0/39
2006-02-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.88, RSI ~N/A, Net Advances 263, McClellan N/A, Score: 0/39
2006-02-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.87, RSI ~N/A, Net Advances 260, McClellan N/A, Score: 0/39
2006-02-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.46, RSI ~N/A, Net Advances 263, McClellan N/A, Score: 0/39
2006-02-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.59, RSI ~N/A, Net Advances 265, McClellan N/A, Score: 0/39
2006-02-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.34, RSI ~N/A, Net Advances 259, McClellan N/A, Score: 0/39
2006-03-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.54, RSI ~N/A, Net Advances 265, McClellan N/A, Score: 0/39
2006-03-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.72, RSI ~N/A, Net Advances 263, McClellan N/A, Score: 0/39
2006-03-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.96, RSI ~N/A, Net Advances 260, McClellan N/A, Score: 0/39
2006-03-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.74, RSI ~N/A, Net Advances 255, McClellan N/A, Score: 0/39
2006-03-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.66, RSI ~N/A, Net Advances 249, McClellan N/A, Score: 0/39
2006-03-08, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.32, RSI ~N/A, Net Advances 249, McClellan N/A, Score: 0/39
2006-03-09, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.68, RSI ~N/A, Net Advances 247, McClellan N/A, Score: 0/39
2006-03-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.85, RSI ~N/A, Net Advances 254, McClellan N/A, Score: 0/39
2006-03-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.37, RSI ~N/A, Net Advances 256, McClellan N/A, Score: 0/39
2006-03-14, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.74, RSI ~N/A, Net Advances 262, McClellan N/A, Score: 0/39
2006-03-15, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.35, RSI ~N/A, Net Advances 266, McClellan N/A, Score: 0/39
2006-03-16, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.98, RSI ~N/A, Net Advances 270, McClellan N/A, Score: 0/39
2006-03-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.12, RSI ~N/A, Net Advances 272, McClellan N/A, Score: 0/39
2006-03-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.79, RSI ~N/A, Net Advances 270, McClellan N/A, Score: 0/39
2006-03-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.62, RSI ~N/A, Net Advances 264, McClellan N/A, Score: 0/39
2006-03-22, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.21, RSI ~N/A, Net Advances 269, McClellan N/A, Score: 0/39
2006-03-23, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.17, RSI ~N/A, Net Advances 269, McClellan N/A, Score: 0/39
2006-03-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.19, RSI ~N/A, Net Advances 272, McClellan N/A, Score: 0/39
2006-03-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.46, RSI ~N/A, Net Advances 270, McClellan N/A, Score: 0/39
2006-03-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.58, RSI ~N/A, Net Advances 266, McClellan N/A, Score: 0/39
2006-03-29, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 10.95, RSI ~N/A, Net Advances 273, McClellan N/A, Score: 0/39
2006-03-30, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.57, RSI ~N/A, Net Advances 271, McClellan N/A, Score: 0/39
2006-03-31, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.39, RSI ~N/A, Net Advances 272, McClellan N/A, Score: 0/39
2006-04-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.57, RSI ~N/A, Net Advances 272, McClellan N/A, Score: 0/39
2006-04-04, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.14, RSI ~N/A, Net Advances 275, McClellan N/A, Score: 0/39
2006-04-05, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.13, RSI ~N/A, Net Advances 279, McClellan N/A, Score: 0/39
2006-04-06, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.45, RSI ~N/A, Net Advances 277, McClellan N/A, Score: 0/39
2006-04-07, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.26, RSI ~N/A, Net Advances 269, McClellan N/A, Score: 0/39
2006-04-10, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.19, RSI ~N/A, Net Advances 267, McClellan N/A, Score: 0/39
2006-04-11, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 13.00, RSI ~N/A, Net Advances 260, McClellan N/A, Score: 0/39
2006-04-12, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.76, RSI ~N/A, Net Advances 260, McClellan N/A, Score: 0/39
2006-04-13, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.38, RSI ~N/A, Net Advances 260, McClellan N/A, Score: 0/39
2006-04-17, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.58, RSI ~N/A, Net Advances 258, McClellan N/A, Score: 0/39
2006-04-18, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.40, RSI ~N/A, Net Advances 267, McClellan N/A, Score: 0/39
2006-04-19, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.32, RSI ~N/A, Net Advances 271, McClellan N/A, Score: 0/39
2006-04-20, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.64, RSI ~N/A, Net Advances 270, McClellan N/A, Score: 0/39
2006-04-21, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.59, RSI ~N/A, Net Advances 271, McClellan N/A, Score: 0/39
2006-04-24, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.75, RSI ~N/A, Net Advances 268, McClellan N/A, Score: 0/39
2006-04-25, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.75, RSI ~N/A, Net Advances 265, McClellan N/A, Score: 0/39
2006-04-26, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.76, RSI ~N/A, Net Advances 267, McClellan N/A, Score: 0/39
2006-04-27, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.84, RSI ~N/A, Net Advances 268, McClellan N/A, Score: 0/39
2006-04-28, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.59, RSI ~N/A, Net Advances 270, McClellan N/A, Score: 0/39
2006-05-01, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 12.54, RSI ~N/A, Net Advances 268, McClellan N/A, Score: 0/39
2006-05-02, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.99, RSI ~N/A, Net Advances 272, McClellan N/A, Score: 0/39
2006-05-03, Bullish Momentum, S&P 5-day N/A, RSP Divergence +0.00%, VIX 11.99, RSI ~N/A, Net Advances 270, McClellan N/A, Score: 0/39
